chip x0 y0 channel x y
3 22.73 22.73 40 25.495 25.495
3 22.73 22.73 36 25.495 19.965
3 22.73 22.73 33 25.495 14.435
3 22.73 22.73 32 25.495 8.905
3 22.73 22.73 31 25.495 3.375
3 22.73 22.73 34 19.965 42.085
3 22.73 22.73 29 19.965 36.555
3 22.73 22.73 23 19.965 31.025
3 22.73 22.73 20 19.965 25.495
3 22.73 22.73 30 19.965 19.965
3 22.73 22.73 27 19.965 14.435
3 22.73 22.73 28 19.965 8.905
3 22.73 22.73 25 19.965 3.375
3 22.73 22.73 26 14.435 42.085
3 22.73 22.73 17 14.435 36.555
3 22.73 22.73 11 14.435 31.025
3 22.73 22.73 4 14.435 25.495
3 22.73 22.73 18 14.435 19.965
3 22.73 22.73 15 14.435 14.435
3 22.73 22.73 13 14.435 8.905
3 22.73 22.73 19 14.435 3.375
3 22.73 22.73 14 8.905 42.085
3 22.73 22.73 24 8.905 36.555
3 22.73 22.73 8 8.905 31.025
3 22.73 22.73 5 8.905 25.495
3 22.73 22.73 12 8.905 19.965
3 22.73 22.73 3 8.905 14.435
3 22.73 22.73 22 8.905 8.905
3 22.73 22.73 7 8.905 3.375
3 22.73 22.73 0 3.375 42.085
3 22.73 22.73 1 3.375 36.555
3 22.73 22.73 2 3.375 31.025
3 22.73 22.73 6 3.375 25.495
3 22.73 22.73 21 3.375 19.965
3 22.73 22.73 9 3.375 14.435
3 22.73 22.73 10 3.375 8.905
3 22.73 22.73 16 3.375 3.375
4 -22.73 66.97 16 -3.375 86.325
4 -22.73 66.97 10 -3.375 80.795
4 -22.73 66.97 9 -3.375 75.265
4 -22.73 66.97 21 -3.375 69.735
4 -22.73 66.97 6 -3.375 64.205
4 -22.73 66.97 2 -3.375 58.675
4 -22.73 66.97 1 -3.375 53.145
4 -22.73 66.97 0 -3.375 47.615
4 -22.73 66.97 7 -8.905 86.325
4 -22.73 66.97 22 -8.905 80.795
4 -22.73 66.97 3 -8.905 75.265
4 -22.73 66.97 12 -8.905 69.735
4 -22.73 66.97 5 -8.905 64.205
4 -22.73 66.97 8 -8.905 58.675
4 -22.73 66.97 24 -8.905 53.145
4 -22.73 66.97 14 -8.905 47.615
4 -22.73 66.97 19 -14.435 86.325
4 -22.73 66.97 13 -14.435 80.795
4 -22.73 66.97 15 -14.435 75.265
4 -22.73 66.97 18 -14.435 69.735
4 -22.73 66.97 4 -14.435 64.205
4 -22.73 66.97 11 -14.435 58.675
4 -22.73 66.97 17 -14.435 53.145
4 -22.73 66.97 26 -14.435 47.615
4 -22.73 66.97 25 -19.965 86.325
4 -22.73 66.97 28 -19.965 80.795
4 -22.73 66.97 27 -19.965 75.265
4 -22.73 66.97 30 -19.965 69.735
4 -22.73 66.97 20 -19.965 64.205
4 -22.73 66.97 23 -19.965 58.675
4 -22.73 66.97 29 -19.965 53.145
4 -22.73 66.97 34 -19.965 47.615
4 -22.73 66.97 31 -25.495 86.325
4 -22.73 66.97 32 -25.495 80.795
4 -22.73 66.97 33 -25.495 75.265
4 -22.73 66.97 36 -25.495 69.735
4 -22.73 66.97 40 -25.495 64.205
4 -22.73 66.97 37 -25.495 58.675
4 -22.73 66.97 43 -25.495 53.145
4 -22.73 66.97 46 -25.495 47.615
4 -22.73 66.97 35 -31.025 86.325
4 -22.73 66.97 41 -31.025 80.795
4 -22.73 66.97 45 -31.025 75.265
4 -22.73 66.97 48 -31.025 69.735
4 -22.73 66.97 42 -31.025 64.205
4 -22.73 66.97 49 -31.025 58.675
4 -22.73 66.97 52 -31.025 53.145
4 -22.73 66.97 59 -31.025 47.615
4 -22.73 66.97 38 -36.555 86.325
4 -22.73 66.97 44 -36.555 80.795
